"LogEarning","College","IQ"
11.9599381478963,1,102
11.4632561135541,1,119
11.3244657786429,1,108
9.66430318442061,1,108
9.94522108617518,0,95
11.8075983714952,0,103
15.9073215339119,1,118
13.1290895245059,1,110
10.2470536680332,0,90
8.93946605996377,0,76
10.5603220255015,0,96
6.57193291140417,1,103
12.4995391488834,1,109
10.2679855585891,0,88
13.6085139716369,1,105
13.8451300024554,1,108
12.740868577241,1,97
15.4848959900999,1,112
9.15368601170878,0,92
10.5387601285521,1,104
7.47872116583026,0,90
8.85736439066968,0,88
14.1843178335022,0,95
10.9726181848077,1,117
6.69662575265843,0,84
9.27088115486971,0,90
8.67613511350286,0,94
10.3006890262551,1,123
7.65469697428346,1,114
11.5175097111169,1,100
13.1911140505462,0,87
12.8342104017783,0,88
7.54283412700054,0,85
8.50415004267506,0,95
13.2043936141843,0,88
11.8989614936884,1,123
10.6121777578352,0,89
16.437143332516,1,122
8.46251528943204,0,77
12.2744081957556,1,102
13.861985988401,1,108
12.5300182526124,1,123
13.3510051825018,0,95
6.00222780066738,0,102
10.7197023930018,1,125
11.0867454981756,0,88
9.60542078846063,1,111
11.2584612397818,0,97
12.4101294920371,1,106
11.6528774654068,0,86
8.63464997182762,0,100
16.1080315135188,1,105
9.98577004343471,0,92
9.35020387699521,0,77
10.3024953713629,1,112
12.2557739369056,1,110
15.8887282802626,0,95
13.1155695138831,0,91
12.3395196969615,1,115
11.6633892242221,1,110
8.94595612568828,0,92
9.81676019670196,1,109
13.6004755224573,1,107
9.582528529628,0,89
13.8693089883221,1,106
12.765401770748,0,87
10.4609490685662,1,107
5.56023454730641,0,50
10.8373160128719,0,89
4.8552561762854,0,86
15.5551164601747,1,104
8.76676575246953,1,104
8.87381474491654,0,86
6.19921673851554,0,77
9.63460075186402,1,102
9.94281528898061,1,105
11.2290826869462,1,99
16.2808767803446,0,67
11.8548765842195,0,97
8.01158461086697,0,97
12.7158130134162,0,89
13.1721660842029,1,103
11.6074345472134,0,85
9.26201230132586,0,87
10.6263331159674,0,97
9.11906565694291,1,112
16.6232435016964,0,87
13.1558950127702,1,110
13.3891710630917,1,126
12.6440310800601,1,116
9.83003287236684,0,84
8.23079403301203,1,114
10.8867731300497,1,123
15.0175645633689,1,104
5.05590878923913,0,85
8.98270660291073,0,95
7.76700304737042,1,101
9.12881325855423,0,87
10.4108587321491,1,108
9.24646178997855,0,93
17.1572231029893,1,118
4.91789275153339,0,78
10.7616788436819,0,85
10.0799275520171,1,118
10.4849607556714,0,78
14.1905523287699,1,116
7.13043220354746,0,88
10.3403003356494,0,101
12.5122615848755,1,112
11.5012599600802,0,88
14.2982737726852,1,116
5.17639831362506,0,93
9.26867411816756,1,101
11.3749598262744,1,119
13.2721838758655,0,93
6.90654466921269,0,86
11.2267244119073,0,90
8.81449254119464,0,91
11.2851457192095,0,80
10.848316616418,1,100
13.5675667379037,1,102
12.8426397666499,1,109
10.7145539335764,0,101
12.9005952755673,1,107
15.486036945893,0,97
12.023114973689,1,115
13.6422632112385,0,88
11.2858578108115,0,102
13.0188876675483,0,98
14.1059338607115,1,107
16.5924859205988,1,120
9.8198162834892,0,96
8.82683750850755,0,98
12.4621659273477,1,113
13.0128840016917,1,123
7.47969580732646,0,97
10.2945987629137,1,105
7.41581039737806,0,74
10.3912042715423,1,104
10.5888572435279,1,108
11.5634776862722,1,111
12.298479569154,0,79
11.9311224845296,1,107
12.6020300119608,0,90
11.381898829123,0,96
6.6065272843211,0,90
14.0876754389862,1,129
13.6158643977692,1,134
11.6907852989843,0,92
14.00214579712,1,120
7.74059339844599,0,90
10.970271184355,0,95
10.3216675842168,1,112
12.285825412438,0,93
13.5501897043824,1,114
6.13711776194466,0,77
11.5972765066443,1,103
12.3565885497717,0,80
11.2559829929321,1,100
10.8831047641441,1,101
9.31426339787424,1,117
12.0033704791175,1,107
8.79143400353026,0,99
7.75379023585042,1,119
9.66688740830914,1,105
9.89326132129029,1,125
12.182630023932,0,102
12.0481734330944,0,99
11.9298576381226,1,103
13.0118473314085,0,89
14.6788740617368,1,107
5.89595131957256,0,90
13.4941755346609,1,118
14.0392070887987,1,102
11.2617304585,1,104
12.573996952832,0,99
1.31099257631439,0,74
11.9091317397893,1,113
12.6963155778672,0,100
9.8716217924381,1,117
8.7815827557379,0,98
9.5835810898457,0,97
11.3593625895464,1,106
11.721154608234,1,104
8.95374945138682,0,70
12.4583276407998,1,98
10.7356633907493,1,112
14.116845033182,1,108
9.05720252670421,1,110
9.16297698767846,1,108
11.6829082351988,0,79
9.56477495014409,1,119
6.351313264674,0,87
9.67071467228536,0,96
10.9589860968344,1,112
14.2473796779391,0,95
13.7609388528887,0,97
12.653143225858,1,112
13.1967877757962,0,81
13.1124879697548,1,117
9.84283724495687,1,106
11.8798175731267,1,119
15.1612963517217,1,110
16.1170329392281,1,128
10.6813909841368,1,101
13.4541625575799,1,114
18.1955752292349,1,104
8.24778938726361,0,96
14.3970318364079,1,113
8.30018736700855,1,114
9.10629758466885,0,101
8.47441658542621,0,88
8.2994986607276,0,98
13.1774830654551,1,105
8.09260039784514,0,90
9.95444657868471,1,116
8.89065242830491,0,78
6.91490519530755,0,93
14.764008541995,1,113
13.9925417717482,0,77
13.4049591367453,1,106
9.0510763334952,1,109
10.5957430081756,1,113
9.94562111225057,1,109
13.9280984779565,1,114
5.28595966973166,0,72
7.08223998277582,0,90
10.6445201271887,0,83
10.2272093005495,1,103
3.97877391116476,0,86
11.3499141433598,0,77
12.2793333720843,1,110
10.482858588635,1,122
13.2971494951222,0,88
18.271467034807,1,130
0.538867425198365,0,91
13.1731580603715,0,89
11.549682013127,1,114
6.02736100399365,0,83
7.78712772574604,1,104
10.4639811117001,0,97
11.9417085404307,0,100
10.8429613720202,0,92
9.29516550621396,0,84
13.8817491451624,1,107
8.52625585591497,0,73
10.4055441028073,0,89
11.7150728325736,0,80
8.45086522768143,0,96
11.7264127135343,0,69
10.3841337669213,1,103
16.2956670497304,1,113
14.0767447878673,0,88
6.15830898742241,0,79
11.0566226098118,0,95
10.5750067279509,0,87
11.8812213278367,1,115
6.72046603713483,1,105
9.02286609429673,1,105
13.9816050436754,1,123
9.89638896788295,1,107
15.1628713293877,1,127
13.6879852386944,1,99
13.6115433943206,1,102
12.0828248540676,1,121
9.15918332251218,1,116
8.33393209017799,0,96
8.81152143558154,1,116
7.28888550751536,0,94
15.675338557088,1,100
11.0443753141392,0,95
13.8643185044122,0,95
12.3845311835812,1,106
9.84193806263769,0,94
7.32584296443386,1,106
9.8605366036673,1,105
10.8058541870742,0,93
14.0530355265476,1,111
10.2291195783559,0,89
7.61888552317205,1,104
11.7632429337223,1,123
14.0776710523199,1,130
3.25697668890824,0,82
15.7855455079143,1,103
13.6218893399036,1,111
7.62700801379835,0,99
6.57133354200395,1,103
10.0352374096698,0,89
11.0140651903875,0,85
10.3812293558342,1,118
8.79133305502051,0,72
8.5110552145565,1,111
10.344319021736,0,98
9.04658737822528,1,120
9.77269563219539,0,77
11.8864437726493,1,113
18.3298079682846,1,113
13.4471035016971,0,90
13.1713489756671,0,88
6.29825172757855,0,93
10.4199830938952,1,103
13.6556598126255,1,102
8.94989359290092,1,104
14.8661467569999,1,114
10.7690745066481,0,94
8.90228542748196,0,99
8.01540605377884,0,62
8.92713541662558,1,117
9.90730660756418,1,119
13.2418530904277,1,109
14.8567992587175,0,93
14.6513099044514,1,129
6.67863123730077,0,94
9.36220351918018,0,84
5.69188543066715,0,70
14.2402575549221,1,119
6.37378266629995,0,95
10.3260582786046,0,92
9.88018734333233,0,84
11.2868212961665,0,92
4.67629194169893,0,74
11.5738141149771,1,101
14.5155641359104,1,108
13.2328410711761,0,95
5.50670747491,1,112
12.0451287554382,0,86
9.47839539213322,0,94
8.36514312313254,0,94
11.3035403353754,0,100
12.7760871233439,1,117
10.8296434772109,0,87
17.7610976957938,1,116
12.5881281241532,1,108
9.47727417659354,0,98
9.70205438489856,1,115
15.8045029788636,0,99
13.3420060104248,0,95
4.77328725954426,0,92
11.780234561079,0,100
10.675583565032,1,109
8.56772732468264,0,91
12.8700130172836,1,121
7.86819196375084,1,110
15.021434354351,1,124
6.77825923048106,1,100
11.1319621477769,0,98
13.3753175756801,1,102
11.5688442443758,1,132
10.5692876697693,0,81
12.5030601164309,0,97
11.4640634684227,1,129
7.45932164051747,0,89
8.97857197931407,1,101
13.2833556393478,1,111
12.4398799596928,0,84
9.3754052553589,0,92
10.1030170875545,0,76
9.26288423415549,0,75
13.2634309123301,1,115
11.6532216495823,1,104
18.1399679641305,1,130
6.6601972810651,0,73
12.0855115132826,1,103
10.9614152843999,0,95
12.681397033657,0,84
7.35005113339465,0,95
11.9130822656019,1,116
3.71419554637313,0,70
18.4561890415717,1,101
10.5629369543496,1,112
10.5972013962307,0,90
10.4576139242589,0,87
10.6931904549946,0,91
6.18361527939726,0,88
6.31527380967027,1,110
7.67229066618435,1,110
13.9171953295936,0,98
12.5483574009124,1,100
10.364661322908,0,90
14.8090183157656,1,104
10.6278066872341,0,99
3.34562464932744,0,71
13.0689662488858,1,109
11.2165081337005,0,92
10.4376073811493,1,121
12.5992360651102,1,112
8.29482110529962,0,99
12.0020944585023,0,96
10.9562124806184,0,85
10.0695954381099,1,101
8.2026857188267,1,103
7.44008726577052,0,84
7.24830847941754,0,89
14.2871271186601,1,118
11.8140965780556,1,113
11.9742038302679,1,121
11.2437230427006,0,94
12.9252489453953,0,101
14.9584871920571,0,68
6.07355038552101,0,97
13.4884950817297,0,101
8.37300219144495,0,88
13.048636011553,1,118
12.7692288035433,1,116
9.14733756566992,0,90
12.2867201770104,1,115
10.956431768702,0,91
8.13708950256781,1,99
7.67772320494117,1,104
5.35430643950354,0,64
12.7246658810314,1,106
11.9539528619132,0,93
8.77030304188109,0,83
8.93075481401285,0,99
14.840829010258,1,116
14.1187161552809,1,115
7.77782939767654,0,89
11.1775934304936,1,104
9.92522874600685,0,71
10.6595303663763,0,100
13.1588907990204,0,81
8.06973684480031,1,110
7.35595856100672,0,79
13.0668044288008,1,115
11.0774708144822,0,77
12.6562412553992,0,95
14.877124378234,1,121
9.5072977709734,0,88
9.03781377809045,0,62
8.81356278868296,0,62
14.2370874739661,1,132
12.389562354985,1,121
11.3434009747253,1,113
7.98695897672137,0,90
13.9248163573364,0,89
14.9665439222357,1,120
13.8393613499059,0,92
12.1786209048935,1,126
12.6657959720385,1,112
8.14950905654434,1,109
10.5405122578635,0,72
9.35932904771062,0,88
14.9784931469389,1,114
14.6679797831147,1,111
8.11662270895262,0,81
4.32658267127566,0,96
12.6770149114153,1,102
12.7161159283521,1,104
8.44334670944353,0,90
15.9815543209627,1,139
15.0078357413907,1,107
6.78981387907097,1,110
11.1895256470756,0,87
11.7960220364409,1,104
14.1853040492135,0,89
14.3606536867444,1,106
7.88525862159763,0,82
10.2658274218948,1,101
10.9383089977797,1,114
7.74948883160869,0,97
10.7831822615229,1,121
8.46618827036905,0,78
12.6973534156663,1,107
12.1916047065948,1,102
8.79895120232045,0,72
15.9020883265858,1,120
12.9107455873792,0,85
10.1555624914108,1,120
7.67167821043621,1,123
11.6797998065239,0,76
10.7506487084016,1,115
10.5721827895886,1,108
14.0549950634393,0,87
11.0270736669136,1,107
14.5752966064666,1,100
10.2109052076592,1,105
7.94771266797119,0,97
9.22835253702751,1,120
10.9885161924535,1,112
9.93626627289538,0,99
14.4568779860688,1,122
10.0372396533271,1,108
13.4376550051998,1,120
11.5058640531779,0,80
8.08497231504835,0,79
12.7409757205243,1,120
8.45243272165645,0,77
13.7543366030776,0,82
12.5041780138954,1,117
7.22172003062042,1,104
9.94245414350992,1,113
9.34286193340975,0,90
13.0775781126806,1,125
7.16836442419796,1,127
8.99602532655456,0,84
12.1629846418595,1,111
7.86550500192136,0,87
10.116211676069,0,100
10.6709348256664,0,88
10.4622201754103,0,96
5.96773248466101,0,74
10.0246449048013,0,93
13.6960523343023,1,107
12.0947203160457,0,100
6.71012273893431,0,88
10.8733950241787,0,49
4.452000715101,0,78
11.7189313916928,1,102
10.6600184872587,0,95
8.36761794286118,1,102
14.8480721781748,1,136
12.7572214601004,1,109
3.60033025987693,0,100
13.2765811495963,1,105
14.5293474132287,1,105
11.0314492050941,1,104
9.54781354044237,0,98
6.80394440002856,0,94
10.0486688020679,1,104
10.0605815746829,0,73
9.60738172451215,1,102
7.69058619522292,0,74
9.09233556729736,0,93
8.5693630884127,1,112
6.06211364335137,0,91
10.4197388152078,0,96
13.9255128348129,1,107
16.027980595802,1,134
11.6457165930143,0,91
8.62432224039199,0,93
10.5819383316011,0,79
8.19266176236149,0,97
11.5976854113924,0,82
16.611913273839,1,116
13.0251366088803,1,104
7.37299112119095,0,78
11.598962481072,1,100
6.19835866579536,1,103
9.70406197035453,0,100
14.0934291260533,1,110
12.4179741168758,0,79
7.52591541225162,1,105
8.66145785446994,0,98
8.81273594114839,0,94
13.118211284493,1,119
12.2743364085439,0,93
9.73324777667586,0,91
9.59672866359666,0,96
12.2358450529499,0,73
11.5440496914732,0,101
9.17473507129335,1,124
14.121907921854,1,101
7.61470757400802,0,96
13.9849390689271,1,127
5.57857365570071,0,87
10.2538595532908,0,98
14.5795995106409,1,108
8.57969285021468,0,100
13.4777515385896,1,109
8.63107406633354,1,108
14.71351703162,0,90
9.09972291780506,0,91
15.9495934996078,0,95
19.1268109723924,1,124
9.69465724443586,0,89
11.2993645488147,0,94
6.81034213857406,0,61
10.7161967185061,1,105
10.1717604685722,0,91
13.6892625133359,1,153
7.33402238938836,0,88
12.5791404037893,1,118
10.7593784434256,1,106
11.876379100499,1,102
12.1193341650221,1,116
6.5950744406188,1,113
8.03460564475601,0,88
11.3497698224556,0,87
10.9603456501003,0,90
11.7997645899594,0,95
2.93773026648791,0,73
3.52887387158982,0,89
8.25752691222372,1,107
11.7763992726942,1,109
13.1058306025591,0,94
5.45534535326994,0,92
10.9627253581058,0,99
11.2688801202759,1,103
7.67238862830489,0,63
10.90204519969,1,104
6.8583217104685,0,95
16.1033145255247,1,131
9.78057829976095,0,82
12.4353522960255,0,98
12.9739744977646,0,80
15.2300750776365,1,104
14.2124961913949,0,94
8.89493377813784,0,67
8.55635284107065,0,87
10.2126029250814,1,110
9.46533386229735,0,78
10.4566363441018,0,89
11.581812220872,1,114
15.4176523233332,1,128
13.1554327398696,0,80
10.6810000010485,0,99
12.2509043308594,0,96
6.79747961231356,0,101
12.9364707589563,1,120
7.60215460558163,0,77
6.6503926522008,0,98
7.18434934441223,0,92
5.9888824444,0,98
8.45978627376917,1,104
15.7149092190565,1,119
12.9177585707636,1,113
6.76549778518547,0,93
11.3225992342555,1,105
4.65151457268831,0,75
7.30120797279886,0,89
11.9657925600148,1,135
11.5081316969769,0,94
9.91854401170297,0,79
13.3342247763937,0,81
13.4399382080557,1,117
12.1876965446215,1,108
10.566563456077,0,83
15.05732238427,1,110
11.2631016691388,1,106
10.1194049358152,1,115
15.1909059850523,1,97
12.5198712632973,1,120
13.0762456253602,1,126
11.8283645450595,1,118
16.8812183654452,1,111
5.50162425436354,0,93
11.8566660087775,1,114
5.72558821494989,0,80
9.83915738624819,0,90
12.2381088930513,1,133
12.5274874622437,1,101
14.417037840727,1,102
10.273163563926,0,81
3.93890445480263,0,100
12.2609155999933,1,110
9.1891823493605,1,111
11.5511893194199,0,96
9.63962483633545,1,104
15.0250936869967,1,107
11.5861896259495,1,101
14.134374719458,1,98
10.8405762724546,1,110
6.20863904800113,0,82
7.61129792548913,0,82
4.45774041336298,0,77
10.4726600561401,0,99
10.2560597371183,1,111
11.909516523806,1,101
14.714125898929,1,122
9.34069565732953,0,98
10.1029605708455,0,76
8.66942020612951,0,80
10.4633242460043,1,106
13.2104851216772,0,97
8.22274003114866,0,81
7.17532584466961,0,96
14.3897402005474,1,101
9.82636744130954,0,95
15.9464476105854,1,129
15.2631658405238,1,109
10.5585449589841,1,127
14.4597834856884,1,110
8.59086831695169,0,93
10.0326048816885,1,119
10.4904398732299,0,80
5.39175034077443,0,95
15.6125253834552,0,87
8.49515163728597,0,82
7.80624158083486,0,85
10.7128918388863,0,90
12.8949890827695,1,115
14.7369069854273,1,139
11.5023949641971,0,78
12.2960963996103,1,102
8.09566939700502,0,85
16.4091665556904,1,111
11.1833252410558,1,99
5.94322137108881,0,83
8.40501145498784,1,146
7.96677654168488,0,96
11.3760585423722,1,107
6.7778365548825,1,101
8.49472403682737,0,104
4.85099416607858,1,105
11.4020766718742,1,131
13.5898588802449,1,102
11.8175051123246,1,115
17.150964257097,1,117
13.1046932730704,1,111
8.32435051329246,0,91
11.8523460159718,1,107
17.4419066330749,1,118
13.1534189036694,0,76
6.09061195292923,1,102
7.93129394958932,0,77
13.212546604519,1,109
18.8850140960704,0,96
13.9259853109723,1,104
13.3220097281967,0,90
13.5585762054806,1,105
12.2666255262296,0,85
8.64841653421793,0,92
10.8535063852373,1,106
14.8710673605565,1,109
6.56986053151269,1,106
8.41500862147801,1,125
11.3040635068285,0,99
5.25366834610242,0,88
10.2966398353018,1,109
9.79589260852283,1,105
10.3654999293536,1,107
6.82035562509088,1,105
7.67829261192692,0,91
6.29058715366763,1,99
12.2092176456395,0,98
6.55621061856143,0,86
14.1252540162719,1,107
11.1716823610094,1,123
6.53740511985157,0,98
10.2940012785794,1,112
14.828856440775,1,127
11.2777452626812,0,89
14.6889750339167,1,128
6.61806712558868,1,110
11.5251672787593,0,94
12.2099208988448,0,99
11.3983390999285,1,117
9.13152645449132,0,89
8.99775165301128,1,103
12.1895886542261,1,104
12.2301596543503,1,113
6.97972769417771,0,95
9.87386695512436,1,110
10.3214835057072,0,82
7.25477727506365,1,102
6.02510289498459,0,78
8.8974466439353,0,86
13.0033049491876,1,118
13.1358969923131,1,114
11.2824589516477,1,99
5.89277312183517,1,106
5.7481492068004,0,82
15.4188839841767,1,107
9.0920238053156,0,88
9.71903760765784,0,81
14.1955074454763,1,109
8.2275616329163,1,109
9.50748226065238,1,107
12.5639869061648,1,123
10.5660738092784,1,113
12.2164027586216,1,113
8.72600517022115,0,81
12.9536441206509,1,102
10.5217347741278,1,119
13.6056674904382,0,90
12.8231056943693,1,106
12.463520473604,1,112
11.1042415201286,1,111
10.4148488291602,0,97
12.3463578147812,1,120
15.3592219257513,1,123
4.86877035258926,0,93
6.77236544726029,0,87
7.42022144325564,1,112
13.8499904408389,1,116
13.5000184713188,1,102
11.8146993183709,1,106
15.9446067069373,1,122
4.47271563698566,0,87
8.30109158800094,1,102
10.8345012682336,1,131
11.1652210788405,1,122
10.7560009216913,0,93
8.61110221218948,1,108
7.7920419188936,1,104
8.44768454165802,0,100
9.88472797448558,0,102
10.6733371958989,0,94
10.6184677453631,1,119
9.87137099510085,1,103
11.7601007628361,0,87
17.0442138964584,0,92
11.0183458654955,1,108
6.63796318022109,1,107
10.7465814676686,1,106
13.3106196888346,1,108
8.92131735656771,0,98
9.50683116860719,1,114
15.2738814601839,1,105
10.1243316016254,1,100
9.68373518147265,0,99
9.36684177092958,0,83
7.61434717746654,0,76
7.4018068169994,1,113
10.2793472893056,0,73
13.3911340608445,1,108
12.6354398481232,1,124
11.6217540192553,1,104
9.05316679633932,0,98
3.57847780004785,0,54
11.5703059456231,0,88
11.0068802830787,0,95
7.71894188498147,1,102
14.3330154427222,1,135
13.3383032224588,1,122
13.6792677336108,1,115
5.31913587995633,0,90
12.8287957268664,1,113
7.8376396932196,0,85
11.0461588545368,1,111
9.465995149093,1,118
8.68475771457124,0,96
12.6301742766176,0,98
9.89351627477271,1,100
14.323285310026,1,110
11.7187128914945,1,132
17.6851118269682,1,102
7.6616114011338,0,95
10.6315457666707,1,107
12.5498535869839,1,121
13.9764435445789,1,106
14.1362296192591,1,120
14.1700382094949,1,123
9.90965851865421,0,91
13.0270177222778,1,111
10.6568680973942,0,88
9.44287756394098,1,100
9.3954781282984,0,93
8.56411008493811,1,99
8.7525734343641,0,82
11.1204643679196,0,92
10.7836908523847,0,88
11.1098167731818,1,118
14.4890133334499,1,102
6.8059666686343,1,106
7.9452924488507,1,105
12.4663178487683,1,103
5.64051786774296,1,116
12.2243402327773,1,118
7.28809279431673,0,89
11.4264802887812,1,114
3.04764653360413,0,92
5.36356001581306,0,99
11.3903782798604,1,102
15.0244413673253,1,110
14.4778543528848,1,115
8.82054667635799,0,87
5.71809462495102,0,90
10.7670938608207,1,111
10.592121083863,1,112
12.2341794229383,0,69
9.84971784214997,0,97
10.326660116693,0,82
10.7622135919719,0,89
12.2949339141528,1,123
11.9212440206906,0,87
15.8683586518661,1,99
10.0576796959058,0,91
9.84034475762559,0,92
10.5715323961838,1,101
6.78678587837239,1,121
7.84897294635002,1,100
12.4978735074839,1,111
7.63361975553961,0,82
12.6660635307549,1,103
9.95767551734883,1,111
8.27687134927053,1,120
13.9098761685529,1,126
12.1471873736273,1,111
9.75100850623402,1,103
10.8920633593118,1,108
6.36460252723013,0,94
12.207242239422,1,108
6.21742749234128,0,84
7.14978803390778,1,117
7.47079735315302,0,89
10.7648828812447,0,99
8.50342858083449,0,98
12.7412666954996,1,120
11.4321814644222,1,118
10.2485615672841,0,96
13.0873261435529,0,101
11.0522443819778,1,103
9.33220758769393,0,99
8.62418949027559,1,118
9.01177759253268,0,68
11.0113723831601,0,98
9.22670440688508,0,96
15.4935130618665,1,102
9.28209553649972,0,95
10.2145069308388,0,86
9.46014899507016,0,95
17.2732705159578,0,98
9.2518487041553,0,90
12.8833292341526,1,115
9.16674947162644,0,87
5.10249152457758,0,87
14.60457246302,1,101
8.96992124880674,0,85
11.1654088874008,0,94
13.3045793150612,0,88
9.44098250512204,0,101
8.01873584129127,1,119
13.2871857457664,0,97
12.3184196570973,1,111
12.1091126848509,0,102
15.4085294723901,0,101
6.36662225281816,1,106
10.7221622787439,1,102
11.0007393065182,0,87
12.8556081490841,1,129
12.5022361390017,0,71
11.8985744098638,1,106
14.1666040973773,1,132
11.917880289833,1,113
9.97679588617804,1,106
11.5617605277624,1,101
8.67449895081445,0,91
13.7549720650328,1,108
8.65053967106979,1,122
13.1172466368478,0,73
12.0179195332273,1,102
5.87612623295673,0,99
11.2632867054981,1,101
10.0641341484138,1,120
14.7596543508331,1,108
12.515235448022,0,83
8.43789115821159,0,90
7.64981897756709,0,88
13.2354224025133,1,108
13.2468279959338,1,104
18.9972163620713,0,91
9.34506679403237,0,86
15.0992573828615,1,106
9.74254097008387,0,80
14.8948208875534,0,72
8.02074478210454,0,70
13.5571089884332,1,108
8.5775164161722,0,91
5.43328945156097,1,108
8.4519728510601,1,104
13.7495031376207,1,122
9.41751979748257,1,102
5.80475888552575,0,77
13.21671719464,0,85
7.19041407216154,0,72
8.09221218931354,1,120
6.59143992352186,0,86
7.31811637812747,1,100
12.0987691708681,0,84
15.765223422881,1,110
11.297700582821,1,112
17.6898029622265,1,113
10.9312803592635,0,98
12.410091515513,1,117
11.3294857392033,1,114
12.3424033472303,1,105
8.12099780300255,0,95
12.5068886050328,0,91
13.8512419544827,0,95
11.318366115498,1,110
11.0436520796857,1,133
8.80250486786031,0,78
10.9908364415555,0,94
9.87555190886576,1,104
13.5587061179715,1,108
9.19059649032396,1,117
15.7520827280276,0,81
16.1040012893605,1,116
15.5834932759492,0,98
9.28339266651257,0,98
11.465270470578,1,126
9.27017324781113,1,129
12.3421082055483,0,93
11.2933728626353,1,110
10.913216620036,0,90
7.94941918452284,0,54
9.70292329706717,0,87
9.58452124374379,0,82
13.4897857289702,1,114
8.07283438368844,0,77
9.38004795254162,0,93
13.8053644565103,1,119
8.78206183002883,0,70
13.6169452260867,1,118
6.16121019401916,1,104
11.4395747126403,0,92
10.0192551182137,0,86
14.903905779678,0,91
9.3671585833419,0,78
11.6302945107311,1,127
6.03460818589129,0,90
13.3319072652625,1,126
15.8984159274252,1,120
5.57392039035358,0,71
9.91319206757796,0,89
14.514166201903,0,90
12.7967576825452,1,105
10.3887430351594,0,100
15.0912450676355,1,111
10.379091050266,0,95
5.15733190442372,1,103
11.0318775214489,1,111
11.0609615319495,1,112
6.64731565019735,0,57
9.86037137677709,1,104
7.40421790632895,0,89
7.43708662634654,1,107
15.3408931791581,0,88
18.0727447461277,1,107
16.1394982593051,0,82
6.40864828450181,1,108
11.64310003338,1,104
10.8193484090543,0,80
7.96542380396264,0,88
13.3242946895164,0,81
13.7887409245508,1,102
10.3901403663208,0,85
5.52517122010075,0,79
9.99306983693363,0,80
9.20274224445377,0,89
10.1805490045604,1,101
16.1831732376409,1,102
9.36461859676431,0,78
11.5705918739716,0,93
14.9234885019763,1,117
11.7000973804139,0,92
10.577292006059,1,102
11.1892720459775,1,119
12.217421036609,1,105
10.2305052120032,1,115
15.322662332295,1,128
8.77303832166896,0,94
