"LogEarning","Schooling","QoB"
11.3331691757602,13,1
6.55811802050169,13.2,2
19.5550372344953,19.5,3
12.2539692021966,16.7,4
11.0089361386137,13.2,2
15.0263660738985,16.7,4
20.0886525678342,19.2,2
13.100712002464,16.7,4
13.191211883277,13,1
14.2763595421707,13.2,2
13.8564685186329,13.5,3
11.759039289162,10,1
16.9102005554235,13,1
13.6181165471541,10.2,2
16.4607909123913,16.7,4
17.2692661295791,16.7,4
12.5660447110965,16.5,3
15.7221077541845,16.5,3
15.3632766076375,13.2,2
11.7514669142581,16.7,4
20.6844079009478,16.7,4
9.33230534669414,10.7,4
14.432173223245,16.2,2
12.8726725253771,10,1
13.6708016853136,16,1
12.3821964706675,13,1
12.2466140627932,13.5,3
16.1479574729798,19.5,3
15.5904813389498,13.5,3
12.2551456461642,13.5,3
11.955509966217,16.5,3
9.77489714915967,13.2,2
16.32935025127,19.5,3
10.1422153606712,13.5,3
19.4918861289551,19.2,2
18.574644224215,16.2,2
18.2436367139429,16.2,2
15.1069250885734,10.7,4
15.9800991077561,13,1
14.9047368739303,13,1
14.2866322396867,13.7,4
15.280811885466,16,1
18.6655394965166,13.2,2
17.749345993977,16.7,4
14.410926596091,16.5,3
11.7585251680746,13.2,2
13.5814370669238,13.7,4
17.0234279886723,16,1
16.644001577782,13.5,3
11.8715446710341,16.7,4
15.6919066374531,16.7,4
15.7081309154079,13.5,3
15.7604966064723,19.2,2
9.55457208092986,10.5,3
15.9387590758491,19,1
14.3762853369834,13,1
13.7579771539112,10.2,2
18.9667275567634,19.7,4
14.1570437855883,16.5,3
7.6331753951455,13,1
15.9740508657357,16.5,3
17.4604666668622,16.2,2
12.0154440249072,10,1
13.9703141192437,13.5,3
14.3067482792468,16.2,2
14.9394070984633,10.7,4
14.2001980334575,13.7,4
18.3540711919151,16.2,2
16.1876602538415,13.7,4
15.0151901107403,16.5,3
15.1155415111815,22.5,3
17.4607596743741,10.2,2
11.7479010345742,13.2,2
19.4872440832229,16.2,2
14.716555091871,16.5,3
9.89873561522141,10.2,2
17.8582673080578,16.2,2
11.6331682256295,13.7,4
17.0229897884281,16,1
18.0954133861417,13.2,2
13.9957567596461,16.2,2
15.8406703857868,13.2,2
17.8430078358006,13,1
20.2642509139264,16.2,2
18.3528770971742,16.2,2
17.8023360739421,16.2,2
16.7619695817763,13,1
19.198513073642,19.7,4
14.5573358797686,16,1
15.3674663404247,16.5,3
17.4206320508496,16.2,2
16.2017015186331,16,1
19.4519428932315,22.5,3
15.0515719372866,13.2,2
16.7851196257131,16.2,2
14.093654895354,10.2,2
19.1744159640062,19.2,2
15.3812740510343,13.5,3
15.2395965567874,16,1
7.61689127501345,10.2,2
12.5320992537493,13.5,3
18.8898288597149,19.7,4
14.3003707331021,16.5,3
9.53402228554751,10,1
16.6669221997449,19.2,2
18.1675197862041,13,1
13.9293803635629,16,1
12.1018354039694,16.5,3
14.5367140808586,16.7,4
20.1738961455658,19.2,2
14.6575040665604,13.2,2
16.0478193533982,19.2,2
18.2606175404601,19.5,3
10.7031054277922,13.5,3
20.5316446564507,22.7,4
16.6829787469212,19.2,2
12.2358605465032,13.7,4
16.9875474406005,16,1
14.2102425107514,16,1
12.6461826808419,16.2,2
16.3805657111769,13.2,2
15.6142839445889,13.7,4
10.5487652749588,13.7,4
18.0974081955347,19.2,2
20.6979476421539,16.5,3
13.6914597122059,13.2,2
16.2233327341207,16.5,3
13.5476334713362,19.2,2
9.79432501258921,10.7,4
19.5963629233646,16,1
10.9334030317284,16.2,2
13.2218373613007,10.5,3
14.8733523448667,13.2,2
18.9450411096922,16.5,3
16.4994074631568,10.2,2
13.4123827310673,16.5,3
13.3873982000292,13.2,2
15.6366059861905,7,1
17.0978510383099,16,1
20.2525184830483,16.7,4
17.603448499623,13.7,4
7.66273990105237,7,1
16.3586707900018,19,1
16.0322529949275,10.5,3
11.7684440215168,16.7,4
15.0999467854851,16.5,3
19.6026000803407,19.7,4
15.2785307058783,19.5,3
12.1773677565278,13.7,4
20.0417824446249,19.7,4
16.2308993540119,16.5,3
13.6236628867798,16.2,2
14.1459331553939,16.2,2
15.1548913751033,16.5,3
10.2562493561801,13.7,4
15.054148963266,10.5,3
16.0106426797413,13.2,2
15.6682978449766,16.2,2
22.0554942983843,19.7,4
17.2960917447223,19,1
11.3375516141655,7.7,4
4.09415584789637,7,1
16.8267082006349,16.2,2
20.7636031205492,19.5,3
18.8954879110506,19.2,2
13.4341363540433,13.2,2
14.5824063549745,19,1
11.520725050514,13.7,4
18.090585191007,13.5,3
11.2656312409183,13.2,2
21.7037225313337,16.2,2
15.1599633553321,10.2,2
10.2624048331861,13.2,2
17.6509752038019,16.7,4
13.290794693592,16.2,2
18.1454211118778,16.7,4
7.32233104274487,13.5,3
13.6772541724835,13,1
11.9119491264949,16.5,3
16.1590020548253,16.5,3
16.5255764454129,16.7,4
12.7166024046323,13.7,4
16.1131752998861,13.5,3
11.1209491871497,13.5,3
15.507024095653,13.7,4
15.2129457807511,13.5,3
16.621401096064,16,1
12.4520423076988,13,1
11.3370499784191,13.5,3
17.3316364099167,16.2,2
15.1988982382383,19.7,4
17.9352353943862,16.5,3
15.4409077447634,16.5,3
17.3734833362064,16,1
11.9507376494214,16,1
10.7439874271842,16.7,4
12.883695120342,22.5,3
13.1217880028345,13.2,2
17.8898677700264,16.7,4
14.8878759588427,10.7,4
11.2196187252262,13.7,4
16.7309215372734,13.2,2
14.7540950449857,13.7,4
15.3882998631009,7.7,4
11.7223318534392,10.7,4
12.804320807954,16.2,2
18.1754415142408,16.7,4
18.8638027363813,16.5,3
12.2340038350421,13.2,2
7.03952757310867,16.2,2
13.0298856116209,16.7,4
16.4814626374203,19.5,3
14.4421824628994,16,1
13.4288154140769,13.2,2
13.1897560484956,13.5,3
15.2070826364208,16.7,4
9.15668394091175,13,1
20.4736832699339,19.2,2
16.7138868394352,19.7,4
8.76212252001894,10.2,2
18.9416334477848,10.5,3
14.4440709349139,13.2,2
16.35001852753,19,1
16.705469423965,19,1
18.4431523266255,13.7,4
20.5902111812416,10.7,4
14.7853456690907,13,1
16.665987380339,13.2,2
13.3043435170475,13,1
13.7138864213716,16,1
19.2774532140219,16.5,3
19.5281349952211,19.7,4
12.5144012949911,16.2,2
17.4397130130561,13.7,4
17.9354915795977,16.2,2
17.9663838697542,13,1
18.8861077290934,19,1
14.9398137525534,16.5,3
12.6122272142401,13,1
20.1018418913786,13.7,4
15.1466894034065,19,1
9.078470468964,10.5,3
16.3773114468407,16,1
12.3326939401124,13,1
13.6328352906065,19.2,2
10.5426202294943,10.2,2
14.6536715700319,16,1
16.6711023762926,10,1
14.4351674005132,16,1
14.7102967733816,13.7,4
16.6598833410084,13.5,3
13.0789970944865,16.5,3
8.32441439663936,10,1
15.1699240995963,16,1
14.3291775324546,16.5,3
15.131599262026,16.7,4
17.6339548859207,13.7,4
15.8810298109188,19.2,2
11.5103813589142,13,1
12.6328137369065,13,1
10.2221861182975,13,1
16.1688044487609,13.7,4
12.0958996277889,13,1
19.5101211280819,22,1
15.3857277358069,16.7,4
14.1833076403901,13.7,4
14.7971164384447,10.2,2
10.0685393774965,13.7,4
20.1734959817169,16.7,4
16.2618684045017,16.5,3
21.6426581777325,16.2,2
17.6968640413251,16.2,2
17.3627645490338,16,1
16.7570083015673,13,1
17.3676441883265,16.7,4
17.3157635992282,13,1
17.421474066693,19.7,4
17.3482926161418,10.7,4
18.7940693643291,19,1
9.39996949338945,13,1
17.4997068423983,16.7,4
16.7159196876247,16,1
14.290467273139,13.7,4
19.0470042948039,22.7,4
16.8375578021485,13.2,2
13.5995663454054,16,1
20.0271634225523,19.7,4
11.433732521587,13.7,4
19.7084110817742,19.2,2
14.2607801978558,13,1
17.9134825607433,13.5,3
15.9867082004399,13,1
16.2879531159259,13,1
11.8234669177863,13.5,3
14.8305321187189,13.5,3
19.3648394564692,19.5,3
13.1275909622437,13.7,4
15.2952245394891,19.5,3
11.5986119697506,13.7,4
10.6857434018415,10.2,2
9.64409262058135,10.2,2
10.5300490137272,10.2,2
12.1362209967108,10,1
11.7759065689254,16.5,3
13.4997757656932,16.5,3
14.6305169701035,10.2,2
19.1090564717226,16.7,4
14.8115145756115,13.2,2
17.0471162609278,16.2,2
17.1598877142256,13,1
9.77258942397697,16,1
15.4910465071705,13.7,4
15.3163189165516,16.2,2
11.8547284948368,16.7,4
5.82086235445615,10.5,3
15.336323280078,13,1
15.0119362684568,16,1
15.6541957593879,16.5,3
15.6469147551892,16.7,4
11.8831639306389,13.5,3
21.1168879742722,22.7,4
14.2028182886754,10.2,2
8.24310490606087,7.5,3
16.7467508683934,13.2,2
16.8102643063559,22.7,4
15.1005416767843,19.2,2
13.9164137928209,10.5,3
17.1045679509289,16,1
10.902708299523,16,1
15.098147115268,13.5,3
15.257809354005,13.2,2
15.4083311040151,16,1
10.6945448368894,13,1
17.169368444743,19.7,4
14.6569754653627,13.7,4
16.8153617663398,13.2,2
19.1811811989452,13.5,3
15.6941879435743,10.7,4
12.8730033530128,13.2,2
13.6486240296537,10.5,3
11.0660641055709,19.5,3
11.8331924486179,13.5,3
20.9457755740394,16.7,4
14.2256930108933,16.7,4
14.8624146366501,16,1
17.1866872051642,16.7,4
13.5187033654495,13.7,4
12.6257609689532,13.7,4
23.1393760525882,16.2,2
15.7131488366715,16.2,2
13.7058247733476,13.7,4
16.4798040609279,16.7,4
15.3391031343489,16,1
14.6384542760277,16.2,2
19.9007532517978,16.7,4
12.705575499538,13.7,4
9.73277796661229,7.7,4
11.9480530326959,13.7,4
12.3821312226067,13,1
11.6363762976525,16.7,4
15.544038550352,16.2,2
18.2119846359141,13.5,3
17.4775655918938,10.5,3
15.0916519853539,13.7,4
14.6355138011751,13.7,4
10.5297247377728,13.7,4
14.0435036993135,13,1
12.3793775622607,10,1
19.3435722705286,16.7,4
17.5843281116972,19,1
11.9788630545751,10.5,3
14.1399606379964,16,1
22.6443152609412,16.2,2
15.0682692329214,13.2,2
16.1688276560898,13.2,2
13.2344436632106,10.2,2
16.6972505246963,22.2,2
10.6058867213325,10.5,3
20.4464158102699,16,1
19.1165109948731,16,1
18.2201763786699,16,1
17.0433508401487,16.5,3
10.4591079242331,16.7,4
19.5844944262951,16.7,4
12.691204043916,16.5,3
15.5437856790138,16.5,3
12.1202815182344,13.5,3
15.4800055978953,13,1
14.3756664841339,16.2,2
13.8679865768172,16,1
12.0570950932442,10.2,2
17.036151353956,19.2,2
12.5546823216392,10.2,2
6.5889182672697,10.5,3
15.0290769411959,19.5,3
16.5876675283835,16.7,4
12.9508152059929,16,1
11.3576927019706,13,1
10.5433602906102,10.7,4
17.7017496029037,19.5,3
13.7132828971475,10,1
16.5080148427079,13.2,2
13.7384096185703,16.2,2
9.3091937141276,13.7,4
17.029245237684,16,1
14.5920693690447,19.2,2
11.733828327127,13.2,2
15.4553275109647,13,1
15.6438767762464,16,1
18.6203763052964,16.7,4
14.0874955379944,16.7,4
8.16610699829591,13.2,2
16.8274509035451,16.7,4
10.7333042010986,16.5,3
11.5118506573022,7.2,2
13.6894267469347,13.5,3
13.4579076811997,10.5,3
13.7962909555749,13,1
15.6058660768811,13.7,4
20.4142162894098,19.5,3
17.7953894599892,13.7,4
15.0494757997561,16.5,3
18.469436002748,19,1
17.6059983530107,19.7,4
11.2198012532054,13,1
12.1927155726518,10.5,3
9.46997269658616,10.5,3
18.8078069722432,19.2,2
15.7213031320854,10.7,4
17.9436340897356,16.7,4
19.1117813061738,22.2,2
13.6411332659208,13,1
16.9979498196913,13.7,4
11.9114321757181,13.2,2
16.5341391094911,16.5,3
11.094475052819,13.2,2
9.08731453984797,13.5,3
12.4187366380331,22.2,2
11.3899505776496,13,1
13.0221703241605,16.7,4
15.6510250672808,13,1
11.3961823693247,19.2,2
22.1316103342023,16.7,4
24.365937111323,19.5,3
16.6800304464297,16.2,2
18.7585467241432,16.5,3
19.3165954387428,19.7,4
13.3578853698341,13.7,4
14.4257243082004,10.5,3
12.3335869516468,10.5,3
15.1449355599752,16,1
14.7787899913949,13,1
15.5040198250598,22.2,2
17.2280416423009,13,1
17.4698654068111,16,1
16.0295618614378,16,1
15.7780646303788,19,1
14.8529301520881,16.5,3
14.4559901741777,10,1
12.0653172212586,13,1
10.8186315803574,10.7,4
11.113496532041,10.7,4
19.0554737530315,13,1
12.7578954959844,13.5,3
14.0770419325785,13,1
13.8459237161243,13.5,3
16.2866616887607,13.2,2
16.0652710507047,13,1
12.6904586477918,10,1
18.3170122203422,13,1
14.9482345627499,16.7,4
12.1506031620819,16.5,3
18.9593180957905,19.7,4
13.3585041387643,16.5,3
14.0238854673684,13.2,2
21.1480104000297,19.7,4
10.5678664297973,13,1
13.7592665997667,16.7,4
13.1965586496766,16.7,4
17.9147123589521,16.2,2
11.5819346975588,16.7,4
13.3937481720234,16.2,2
15.0285785808385,16.5,3
18.2610136089375,16.5,3
12.0395781820422,13,1
17.5047466504299,16,1
10.6532681442017,13.2,2
16.1683521021252,16,1
11.7237515093733,16.5,3
18.0637016026693,13.2,2
17.9338862778713,19.7,4
14.3874241456726,16,1
12.9108456335208,13.7,4
11.7522545733451,16.7,4
14.4618223676176,13,1
19.6662614020337,16.5,3
11.6362203615313,16.5,3
11.346911847677,13.7,4
19.3047265744965,13.7,4
19.4669261311684,13.5,3
13.427293880361,13,1
12.2676342971223,13.2,2
13.7497674538962,13.5,3
18.9487753341974,19.2,2
11.4771708417633,13,1
12.9490636140186,13.7,4
16.1765776812396,16.5,3
20.4695144175622,16,1
14.2457507207101,16.2,2
9.20055546259568,13.7,4
10.0196183228294,10.7,4
19.9004267609678,16,1
13.2846997657956,13.2,2
14.523338133567,13,1
13.0711136409265,19.2,2
17.4973983820373,19.7,4
14.2580727094634,22,1
14.789073707747,16.5,3
16.6287703659469,16,1
16.0154074978367,19.7,4
12.4308163181996,13.7,4
18.084968845846,19.7,4
15.1143848797553,16,1
12.5672811884857,13,1
15.9435901142084,16,1
9.34172043662528,13,1
11.6377303256976,16.7,4
13.9994303110449,13.2,2
15.3769936736231,16.2,2
23.0963838221995,19,1
16.4703196194722,16.7,4
16.1880497701866,19.2,2
17.5702880726193,16.2,2
17.6798876520896,16.5,3
15.275045089883,13,1
15.1997115521176,16.2,2
17.5407407900125,19.2,2
14.1552386944348,16.5,3
11.0102247239545,13.2,2
9.27323981138194,10,1
13.6218932634021,10,1
16.1416734830415,13.2,2
15.6658620501761,19.2,2
14.3892157361924,16.2,2
14.6499545854536,22.5,3
13.8064797521968,16.7,4
17.913189824124,16,1
17.0836707442832,16.7,4
13.740542836226,13,1
12.386517706594,13,1
14.9087395007024,13.2,2
18.8316475937112,19.7,4
23.5746374756519,19.5,3
14.6386170026284,16.5,3
12.5780749924727,13.2,2
14.705570427056,13.7,4
18.5568901075589,7.2,2
17.3282836309483,16.5,3
18.3436629731119,16.7,4
18.0764164124889,16,1
13.245177081483,13,1
19.4604357662012,16.2,2
9.73823214984204,10.2,2
10.2688866559611,16.2,2
15.0587394154092,19,1
15.9766600424249,16.7,4
13.7612729200468,10.2,2
13.891941693817,19.7,4
16.0523800896876,13.7,4
20.2253246090265,13.5,3
19.4480978871769,19.2,2
15.5228426890778,10.7,4
8.36190752603826,10.2,2
18.2751804357929,13.7,4
9.97553499531116,13,1
14.4755459504516,16.2,2
17.0372497157654,16.2,2
18.938475978334,16,1
19.3336486034933,16,1
15.637577892041,16.2,2
12.6316944804219,13.7,4
13.92043030468,16.2,2
16.9765099086192,16.7,4
17.5423881062023,16,1
10.5174747603961,13.2,2
13.0105801103802,13.5,3
14.3681104184414,13.5,3
13.3166109587797,16,1
9.78741289535983,13.2,2
15.0094048555128,10.5,3
14.7602525278795,16.2,2
11.7078960057154,13.5,3
18.9960862241002,19.7,4
11.249962530614,16,1
11.9823773858308,13,1
14.5851145767321,10.7,4
16.3396385930074,13.7,4
16.290256972884,19.2,2
15.2270592108968,16,1
19.2574770048299,22.7,4
15.679406540479,13,1
13.108221156837,13.5,3
9.97951021336534,13,1
14.8134778634269,16.2,2
16.4554909308147,19.5,3
16.4260487211256,16.7,4
15.3378291064444,19.5,3
15.2231696199393,16.7,4
6.56292083103029,10.5,3
11.408297052446,10,1
17.6667652902448,13,1
12.9189316123156,16.7,4
12.7863842228729,13.7,4
19.1644116673169,19.7,4
16.1032407458544,16.5,3
12.2597251783983,13.5,3
10.4744914545855,10.7,4
17.4055976514153,16.2,2
14.5089987326435,16.5,3
13.8822684615371,13.5,3
15.84255737671,16.2,2
17.6697017589387,13.7,4
12.3622164369524,10.2,2
11.5853393709937,13.7,4
13.0379484670042,13.7,4
11.6537618137246,13.2,2
15.8751144285124,13,1
17.4143932397884,19.7,4
14.9594089670907,16.5,3
20.1704444296194,19.2,2
14.3333642809937,16,1
15.2446441337313,16,1
12.8180965397217,13,1
13.3422622409129,10.5,3
7.69488958320463,13.5,3
12.2221185612474,10.5,3
14.2894061473993,16.2,2
11.6426030831979,16,1
8.93244359023028,16.2,2
14.3719915907172,10,1
17.0724642714387,19.2,2
19.3940748658288,16.5,3
17.4877929586498,13.7,4
11.3240323127913,10.7,4
14.6708857942242,10.2,2
6.89626314294041,10.5,3
16.9489784602365,16.5,3
16.9280860135286,13.7,4
11.7288375649115,13.7,4
11.7060332348873,16.5,3
17.3059382301343,16.2,2
15.9351998355313,16.5,3
16.7422935096733,19.7,4
15.3999933481115,16.7,4
11.3327014775975,13.2,2
12.3238367538599,10.7,4
15.9019720515494,16,1
12.3625491474712,19.2,2
11.3368074015865,16,1
17.4911770700413,16.5,3
17.3408449466407,16.5,3
15.1545077583598,16,1
14.868943464851,16.7,4
18.3212106208757,19,1
17.3927143559548,16.5,3
14.9246711163088,10,1
10.1681148703105,19.7,4
15.1873152890685,19.2,2
13.8482159311925,10,1
16.8486501004602,13,1
17.182667608991,16,1
12.1245376596677,13,1
17.5163750040752,19.2,2
12.4633166295272,7.2,2
14.7707734876382,13,1
12.6257549836215,13.2,2
11.2851002783867,16.2,2
18.1662930466224,22.5,3
13.5508887842651,13.5,3
12.2902510879318,13.2,2
14.5721870745916,10.2,2
21.683989575636,16,1
8.59491485658242,7.2,2
13.3352902666148,13.5,3
12.9072176935555,16.7,4
19.210547588277,16.5,3
14.7094788990122,16.5,3
17.0763567373437,19.7,4
17.5947057482753,19.2,2
13.6466858860772,16.7,4
14.4891606290167,13,1
12.6979118289344,16,1
13.7518094662019,13.2,2
17.9319542964315,16,1
7.57353195835332,13.2,2
17.8350625349329,16.2,2
14.9989566197514,19.7,4
15.9633693887144,16,1
18.955834446326,16.7,4
11.1329310937061,13.5,3
16.1635325057555,16.2,2
15.6942069299327,13.5,3
16.7674534389603,13.5,3
19.8751361512322,19.7,4
19.8234264764756,16,1
21.0836990555189,16,1
18.8163017160539,19.5,3
19.6931895697359,16.7,4
18.0740386742991,22,1
13.7884222559776,19.7,4
12.1181316654522,16.5,3
13.8248982784659,16.5,3
19.8877799622939,13.5,3
14.3376804661182,13,1
12.9899014201412,13.7,4
18.8303636910883,19.2,2
10.4415220170069,13.5,3
11.9684800029043,13.5,3
14.5794105462336,13,1
17.5382541789951,16.5,3
14.650762426065,16.7,4
18.5692511872529,16,1
13.5546707491029,10.5,3
10.643841168571,10,1
17.8886995563393,19.7,4
18.4388642390768,13.7,4
13.1023614250098,13,1
14.7536945381912,16.5,3
15.7929152363962,16,1
12.2598297159669,10.5,3
17.3406645592531,10.7,4
11.769416614118,13.5,3
13.321418207995,16.2,2
13.6208776233658,13,1
15.1619779046638,19.2,2
16.0286196644073,13,1
14.8555746569773,16.5,3
15.970374301093,13.2,2
9.9829896879099,13.7,4
19.7161830197179,13.2,2
13.1810425111135,13.7,4
9.92536691077861,10.5,3
18.0849882041972,19.7,4
19.7830014007948,19,1
15.1096650333814,16.2,2
11.0479433863756,19.7,4
13.0197788570762,10,1
16.4091659580776,16.7,4
19.8240375025868,22.7,4
16.6737693138006,16.5,3
9.36994343349414,10,1
22.3833173490047,19.7,4
10.7319836884297,10.2,2
10.449268401972,13,1
15.0881985808547,22.2,2
13.4766451486483,16.7,4
16.8638305929282,16.2,2
18.0395104663881,16.5,3
16.5504809447587,10,1
18.5957274989371,22,1
13.8463606873068,13,1
14.431530800586,16.7,4
23.983098946981,19.7,4
13.9479800509632,16.2,2
17.1746525727233,16.2,2
10.5372962043637,10.2,2
13.7550979864322,16.2,2
15.0650719144299,19,1
11.4006490002743,13.7,4
16.1664672741643,16.2,2
21.9094333574634,22.7,4
17.0581610874646,16,1
11.7471233677524,13,1
15.7059854108414,16.2,2
19.4396954322399,16,1
11.1641197061407,16.2,2
19.4044689037176,16,1
10.0629822339221,13,1
9.67650548681012,13,1
13.2127148166816,10,1
15.5981838771213,16,1
9.65300074828755,7.5,3
17.3216503359076,13,1
17.6334179704039,16.2,2
17.0567175948596,16.5,3
16.4933033529449,16.7,4
9.81940747781089,10,1
16.4641467579502,16,1
17.6979845163917,16.2,2
7.77353308875569,7,1
14.4660561092542,16.2,2
17.3913154278542,19.7,4
13.8019784740395,19.5,3
13.4721508258799,13.7,4
11.4760246237052,13,1
20.6555281898766,16.5,3
20.4706519367632,16.2,2
13.1712019471529,13.2,2
12.2299631901951,16.2,2
16.2800220439123,16,1
11.8069521451364,13.5,3
12.6380409925147,13,1
8.55147168728829,16.5,3
10.8760753864469,10.5,3
19.1667629329552,16,1
15.1671944204139,19.5,3
16.0050723578611,13.7,4
13.6663955734224,10.5,3
9.47433078089101,19,1
11.7286205827296,13.2,2
8.32515152723467,10.5,3
11.0175758470299,16.2,2
12.5686854584925,13,1
8.85220109017378,10.2,2
19.4072210804368,16.2,2
13.8537868430291,16.7,4
15.924021292406,13.7,4
12.9193922643694,16.7,4
11.3693905828791,13.5,3
10.4171974151175,16.5,3
17.9967300966811,16.2,2
10.8351756570566,13.5,3
20.2255065756023,19.7,4
8.63009789871869,16,1
12.0121047421511,10.7,4
14.5492995309039,13.5,3
17.5503441363291,16,1
15.2127203484364,16.2,2
12.949773776088,13.7,4
12.3518123720374,10.5,3
14.99497387688,16.5,3
13.0203550123806,10,1
15.6398011458382,10.5,3
